year,fail,yearfail,LnFD,TBTA,TBEBITDA,CLCA,CLTL,TLTA,BETL,IESL,LnCA,LnTA,LnTAGDP,LABOR,TAGR,SLGR,NIGR,RETA,ROIC,EBITTA,EBITSL,EBITFC,EBITDATL,EBITDAFC,IBITSL,NITA,ROE,CASHTA,WCTA,QACL,CFOTA,CFOTB,CFOTL,GCFTB,SLTA,LnSLTA
105,0,1050,-0.368723731,1.127271611,0.331246081,2.155495806,0.729019151,0.279385344,-0.425112176,0.453611013,-0.872467768,-0.489469997,-0.413833042,-0.825395893,-0.557691202,-0.427564028,1.73791894,-0.594664279,-0.155771961,-0.11573696,0.330337663,-0.332594774,-0.226022702,-0.32697005,0.538699001,0.360741948,0.38988605,-0.901342862,-1.832768334,-1.025240307,1.318009182,0.077226704,0.893732865,1.009792882,-0.88687459,-0.891023344
105,0,1050,-0.375715389,-1.508663223,-0.451710302,-0.844599889,0.625491001,-1.694204479,1.911884413,-0.700084117,0.079369484,-0.09642913,-0.013135559,0.284069141,-0.097243691,0.495787527,0.324906403,0.813743177,0.891087849,2.205424567,1.765889148,1.551809369,3.135858361,1.215445897,1.24643183,1.597683381,0.815077122,-0.536203069,1.038078794,1.627629101,1.726404423,3.07312764,2.795031443,-0.364786423,0.205350925,0.458678701
105,0,1050,0.767352318,-0.032567383,-0.029322952,0.902300358,-0.089441767,0.106669581,-0.322367249,1.58704429,0.444712301,0.716152427,0.815275458,0.281065435,-0.748242462,0.930276732,-0.499299486,-0.594664279,-0.112512041,0.188217817,0.344622205,-0.389543836,-0.108873933,-0.402109633,-0.371415657,-0.585523438,-0.315567234,-0.935987779,-1.073860737,-0.870362082,0.277159212,-0.106727041,0.103231949,0.816106127,-0.500801668,-0.280062177
105,0,1050,1.096001064,0.693991673,-0.082499834,1.272593787,0.349728236,0.399099461,-0.499893412,-0.185059877,0.741434173,0.973957708,1.078102904,0.615147634,0.695504813,0.180897066,1.73791894,-1.183921825,-0.045903774,0.57000363,0.442083298,-0.197294553,0.176759496,-0.22510093,0.365111197,0.370961764,0.421848042,-0.821416668,-1.448539593,-0.838188382,1.386976742,0.184000432,0.904123149,0.998106521,-0.179082457,0.097948594
105,0,1050,0.253879207,-0.474279191,0.603254212,0.376761729,-1.083877735,-0.758109894,0.402289127,1.640034726,-0.072945596,0.420829974,0.514199989,0.301237166,-0.720018831,-0.303653774,-1.698502955,-0.404403936,-0.219956304,-0.67048595,-0.32534842,-0.441242676,-0.500353532,-0.41454368,-1.571622518,-0.779905515,-0.319606756,-0.719150516,-0.499211031,-0.543070776,0.076158146,-0.129938001,0.077279827,0.527109983,-1.197736071,-1.631611725
105,0,1050,1.684072393,0.176911086,0.289443935,0.763369862,1.440255094,0.610151711,-0.610583109,-0.49996107,1.535516856,1.467345062,1.58110167,0.794094488,0.67835138,1.592068332,0.062371756,-0.496995465,-1.506673651,-0.186142328,-0.301512712,-0.384559542,-0.403773935,-0.393829222,0.008944977,-0.024623672,0.100539939,0.666857741,-1.552561285,-0.650052324,-0.919926399,-0.644584424,-0.838838142,0.728962084,1.50494517,1.297392794
105,0,1050,-2.40638555,-0.747276499,-0.355413902,-0.933534249,0.211307467,-0.985536502,0.666212102,-0.613599407,-1.986664448,-2.262277491,-2.270992546,-1.075564571,2.913901951,0.728584306,0.122402967,-0.094975145,0.2800704,1.270403268,0.408535791,0.128658967,1.473183656,0.067789769,0.499510216,0.996274661,0.575005022,-0.875245126,1.776677327,1.09102055,-1.964754475,-1.441527592,-2.096410366,-2.119280058,0.736850236,0.854563418
105,0,1050,-0.341404054,1.716571387,0.277645104,-0.284622931,-0.053388507,0.908263298,-0.751019589,0.786909829,-0.29570774,-0.49883248,-0.42337791,-0.358146045,-0.207493482,-0.230187296,-1.614400054,-0.404912536,-0.070998058,0.277861216,0.20900216,-0.37077207,-0.175269601,-0.386507116,0.010546693,-0.075606353,0.05528704,-0.445183962,0.013504189,-0.359543791,-0.881729268,-0.561042577,-0.792208382,0.011433002,-0.120641342,0.158162162
105,0,1050,-1.166233746,-0.431643912,-0.263281813,-0.62585597,0.155752316,-0.877256676,0.53207489,-0.216373428,-0.927089202,-1.052001251,-0.987322663,-0.472060736,1.080245538,-0.155422707,-0.010381393,-0.004343914,0.131058312,0.676297193,0.172631321,-0.263286642,0.760582561,-0.282223161,0.272718321,0.461832574,0.321726642,-0.536678151,0.590979687,0.043582003,-0.51724762,-0.479542255,-0.559879685,-0.426266646,0.628171604,0.781014836
105,0,1050,-1.592414606,-0.191787743,-0.052211405,-0.909615979,-1.917481811,-0.238320231,-0.081702141,1.296835776,-1.493839062,-1.444584231,-1.387553339,-1.479893798,-0.437093844,1.836359763,-1.698502955,-0.571388444,-0.108752284,0.150941704,0.646323233,-0.349967388,-0.05968282,-0.368406099,0.002794879,-0.141665402,0.009011456,-0.755557464,0.767535894,1.98140993,0.244877195,-0.09364735,0.137895652,-0.260771274,-0.865245086,-0.85006814
105,0,1050,0.258564944,0.800288802,-0.114109426,0.144382488,-0.01895167,0.28411375,-0.434550648,0.563568245,0.149154646,0.179814245,0.268489163,0.332667571,-0.620944315,0.69805153,0.136938443,-0.397613164,-0.024926244,0.667146702,0.333729516,-0.343084846,0.332087438,-0.350769015,0.075267791,0.107909039,0.195658543,-0.894703149,-0.603727052,-1.042394093,0.976921215,0.024371001,0.624197585,0.55317832,0.155080859,0.415776777
105,0,1050,-0.109908365,-0.308433542,-0.276145941,-0.38266847,-0.435672538,-1.204766625,0.973465481,1.308985103,-0.057000594,0.106824345,0.194077387,0.577423058,-0.419435279,-0.154861857,0.057545117,-0.374650914,-0.063093345,0.702752478,0.993535145,-0.318568632,1.218655418,-0.317603104,0.336287641,0.200413347,0.176091442,1.081313987,0.01577747,-0.205559908,-0.133781627,-0.272806774,-0.078104997,0.095209443,-0.659668628,-0.504667952
105,0,1050,-0.056891335,0.765058079,0.403648801,-0.632729692,0.308077838,0.876488412,-0.740132499,0.539018666,0.219108186,-0.233485386,-0.152861734,-0.530086373,-0.441159708,-0.216438519,0.322758718,-0.555455011,3.886288723,-0.089030774,0.023186207,-0.382514149,-0.392103496,-0.396175674,0.087111122,-0.039430444,0.094681436,-0.310634718,1.173475728,0.525284101,-0.756403614,-0.552083582,-0.708669015,-0.477259224,-0.322545434,-0.059971107
105,0,1050,-2.05042262,-1.71932993,-0.428951807,-1.017680505,1.742724429,-2.179479158,3.472040371,-0.828108905,-1.378592506,-1.580240661,-1.525852418,-1.133980885,4.289594464,4.762749184,0.3747858,-0.192849517,-2.398316533,0.432525115,0.80391477,2.117026949,2.507631211,2.240126616,0.785761986,0.668687477,0.30668445,0.984488064,1.524754989,3.060206963,-0.939500899,-1.441527592,-1.64958034,-3.739940015,-0.731795222,-0.617756897
105,0,1050,-2.40638555,1.395404684,-1.003147985,0.471538473,-0.868315292,1.531848685,-0.987688639,-0.322605303,-2.528008289,-2.262277491,-2.270992546,-0.714863786,3.014681476,-0.345423451,-1.698502955,-0.723499664,-0.484290013,-2.217733706,-1.705777515,-0.862605641,-1.520595965,-0.773444431,-0.817577857,-1.305786499,-2.255778286,-0.859027489,-0.873480253,-0.846964847,-0.513091787,-0.468609374,-0.540318668,0.352041956,-0.404835505,-0.157921043
105,0,1050,-2.40638555,1.418654633,0.343893053,0.133532428,1.335435477,1.018302752,-0.796065569,0.136000009,-2.528008289,-2.262277491,-2.270992546,-0.333197406,-0.248103475,-0.442956617,1.224637258,-0.29316453,-0.02671146,-0.082397621,-0.107054516,-0.380240838,-0.281503604,-0.375664074,0.079744133,0.055746476,0.212825251,-0.931568869,-0.864190852,-0.434877007,-2.430768252,-1.021659814,-1.877125598,0.052572256,0.173125739,0.431306154
105,0,1050,-2.40638555,1.240055554,-0.006360825,-0.415847159,0.619194723,0.486332552,-0.547023837,-0.210725322,-2.528008289,-2.262277491,-2.270992546,-1.129307312,-0.422123796,-0.315736323,0.275048926,0.388704325,0.291563916,0.637487603,-0.149096126,-0.366441698,0.159470794,-0.380267445,0.027024825,0.049132392,0.160694585,-0.820913506,0.373186965,0.098967497,-0.60686151,-0.496017941,-0.61464316,-0.088542704,2.708986516,1.814891597
105,0,1050,-0.760645072,0.375539476,-0.202738679,-0.860787864,-0.725794594,0.77413405,-0.685250108,0.384889929,-0.444476513,-0.85285076,-0.784292629,-0.033959141,0.321829048,0.186817713,0.135850419,0.13050678,0.23461816,0.831398408,0.689070301,-0.270344139,0.331358988,-0.28089245,0.416337116,0.374936994,0.508677708,-0.792744318,1.756130852,0.418339464,-0.941677131,-0.638367474,-0.842237056,-0.884963661,-0.260932249,0.009720357
105,0,1050,-0.18870144,-0.832182984,-0.250236812,-0.646333865,0.548240638,-0.976855194,0.655094414,-0.300999725,0.115330874,-0.082841758,0.000716501,0.876494807,0.060656127,0.021677596,-0.248878562,-0.501794689,-0.044874863,-0.06916518,-0.141035294,-0.348877641,0.36618117,-0.311651116,0.054750192,0.034881441,0.103525711,-0.789748008,0.704859051,0.53094523,-0.827671843,-0.719700748,-0.921296181,-0.828113592,0.398400925,0.613736477
105,0,1050,-0.022600758,1.930787295,0.059922539,0.023442535,0.793090768,1.429018375,-0.9514076,0.014551898,-0.02046189,-0.292176949,-0.212696635,-0.253841677,4.289594464,3.650104437,0.031347832,-0.346542693,0.133044538,0.729440069,0.249223414,-0.308593487,0.026948182,-0.331641746,0.130921508,0.240236033,0.592437904,-0.562504065,-0.642944472,-0.934710675,-1.895142799,-0.798095497,-1.379749053,0.078930145,0.463201692,0.662664488
105,0,1050,-2.40638555,0.098765153,-0.00628129,-0.391847376,0.799589007,-0.625430667,0.259170028,-0.137462778,-2.528008289,-2.262277491,-2.270992546,-1.597874743,1.069608734,-0.764461499,-0.977667235,-0.343907008,-0.150146334,-0.109533316,-0.054033465,-0.362563967,0.068473747,-0.343488433,0.061368054,0.015723623,0.099851636,-0.854233409,0.188151738,-0.819782567,0.411386639,-0.069059038,0.39384016,0.136415462,-0.12531666,0.153425521
105,0,1050,-0.298519395,0.157140601,-0.07668383,-0.544715959,0.566882886,0.92094655,-0.749900983,0.138147518,-0.057000594,-0.494131569,-0.418585424,-0.477467426,-1.090574289,-0.188997546,0.199965572,-0.369136938,1.564064908,0.375802221,0.115558535,-0.337718414,-0.108903567,-0.357848388,0.113908429,0.12047563,0.271756069,-0.808559404,0.888457356,0.089310899,2.267123438,0.820323035,1.507007225,0.253457448,0.305126298,0.54064496
105,0,1050,-1.250746252,-0.075912197,-0.29485345,-0.569727948,-0.313254167,-0.352464337,0.011736416,-0.42141694,-1.097949484,-1.203397956,-1.141668645,-0.658509025,-0.15671063,-0.090446654,0.115638266,0.795874798,0.148721674,1.356112766,0.32178064,-0.126258519,1.052589338,-0.170099238,0.460663821,1.152036698,0.789373874,0.952402636,0.473426933,-0.249449341,0.98200566,0.23535621,0.852553053,0.117282948,1.116343927,1.08825825
105,0,1050,-0.260031609,0.431551723,1.901085685,-0.107608642,0.901566067,-0.140258449,-0.156010344,-0.343891964,-0.203202071,-0.327477286,-0.248684639,0.605814301,4.289594464,4.762749184,1.737918939,-0.592935342,-0.218003949,-0.589985946,-0.070718178,-0.306644585,-0.623014017,-0.292850445,-0.00058411,-0.080594176,0.047517817,-0.635944278,-0.315399598,-0.844627396,-0.390368583,-0.424950678,-0.440364714,0.204983584,-1.31484974,-2.028586419
105,0,1050,-0.380912589,-0.568128423,-0.294304075,-0.560768312,0.014422407,0.52304266,-0.567164659,0.033619738,-0.183228114,-0.491795907,-0.416204262,0.16530449,-0.339493233,-0.496861218,-0.217657173,-0.166962997,0.264446113,0.880426305,0.481804917,-0.247223106,0.307558124,-0.279587893,0.276710528,0.30910249,0.392499682,-0.113088547,0.709372834,0.188418879,1.123811814,0.545761114,0.666698789,-0.01746059,0.109031637,0.375467808
105,0,1050,-1.260239935,-0.840499259,-0.178008866,-0.013692506,-1.2554919,-1.143070796,0.881497971,2.463022412,-1.512007246,-0.992345674,-0.926504968,-2.123255518,-0.197142635,-0.269618378,0.173957556,-0.316223645,-0.166208772,-0.082246948,2.26680443,-0.282669989,0.144408622,-0.274767377,1.561328222,0.227249528,0.190957057,-0.913236754,-0.28145842,-0.064358188,-0.037833031,-0.121391036,0.029556385,0.395447329,-1.469825696,-2.766479273
105,0,1050,-0.874811882,-1.120903314,-0.301727019,-0.876515202,1.656657339,-1.601270918,1.703068698,-0.384607498,-0.330215236,-0.678297793,-0.60633929,-0.619629935,-0.333493245,-0.198505756,-0.124208719,0.214018039,0.080230262,0.329744569,0.158740122,-0.215078549,0.717824568,-0.250548765,0.392564807,0.479313113,0.278600508,0.800160913,1.589656487,1.228274907,-0.874047176,-0.840175133,-1.114837098,-2.176343872,0.091896587,0.360212306
105,0,1050,-0.443176927,0.27844957,-0.107062745,-0.600771499,-0.502780829,0.475157785,-0.539205255,0.407428986,-0.28153607,-0.513178027,-0.438002915,-0.295633223,0.454351422,-0.214086436,-1.698502955,-0.392269,0.125165191,0.289455338,0.21261995,-0.346404545,0.070878034,-0.343995093,-0.045610436,-0.13761785,-0.000361806,-0.809375394,0.679916919,0.055330091,-0.496370625,-0.465520906,-0.532183616,-0.301537683,-0.110801813,0.168086307
105,0,1050,-0.188109066,-0.888520112,-0.269515274,-0.609755011,0.702535205,-1.207010948,0.976899667,0.148597946,0.105961126,-0.039804563,0.044592081,0.257176215,-0.254867409,0.038937691,0.031710706,0.651825139,0.109146235,0.363420749,1.124510918,-0.147320081,0.530864567,-0.188323881,1.472915059,0.727957755,0.418993716,-0.0845818,0.561108097,0.676019701,0.121692973,0.017841272,0.24688272,-0.334590655,-0.979147724,-1.078222298
105,0,1050,-0.785388914,-1.201769922,-0.37877218,-0.794630444,0.360866087,-1.634053645,1.783802141,-0.451618335,-0.401309718,-0.505959075,-0.430643335,-0.413577107,-0.669069224,-0.387092764,0.549811812,0.439488425,0.106828981,0.94566569,0.627969492,0.025336021,1.665038995,-0.036231128,0.995834136,1.247252885,0.591267014,0.644429662,0.828448428,1.008605376,2.061756487,2.239726324,2.795031443,0.259928343,-0.067696177,0.210868887
105,0,1050,0.964403372,1.588339756,1.417398392,0.766843894,-0.71662772,1.361055424,-0.928344922,1.21014636,0.600921576,0.793195684,0.893819554,0.07650253,-0.12723336,-1.049300281,-0.503685496,-2.103539719,-0.193867946,-0.410754105,0.146612325,-0.393346069,-0.576170382,-0.396906831,0.238287943,-1.239435442,-1.779104117,-0.81628218,-1.076460377,-0.6379774,-1.474594307,-0.719419659,-1.132623377,0.270721524,-1.150651374,-1.495639974
105,0,1050,-0.267145309,1.022177033,0.14366453,0.439112041,0.655571372,0.807642825,-0.707761238,-0.365483032,-0.417365096,-0.45569877,-0.379403937,0.417204892,-0.273356994,-0.031759415,1.024187056,-0.517083991,-0.127654643,0.036002203,-0.23716372,-0.36130874,-0.165091139,-0.35569326,0.00823706,-0.019146322,0.113522242,-0.384499789,-1.103818372,-0.958349685,-0.492125046,-0.463078358,-0.52858001,0.468682501,1.647909087,1.368086523
105,0,1050,0.087525988,0.881198916,0.172500462,-0.188729817,0.733456071,0.329930675,-0.461042937,0.114264716,0.170636417,-0.042919508,0.041416455,0.026972269,-0.386754594,-0.175891409,-1.003961733,-0.096730521,-0.035097693,0.136193084,-0.061450143,-0.370100517,-0.150363072,-0.382331299,0.031931894,-0.011144422,0.103774075,-0.412268317,-0.17565852,-0.37522907,-1.081320718,-0.65347928,-0.986477761,0.019326793,0.529563039,0.711303257
105,0,1050,-0.672827066,-0.020455983,0.190761394,-0.565521025,0.207912462,-0.023785712,-0.242124533,-0.240991522,-0.457806057,-0.715336211,-0.644099234,-0.162118987,-0.544005042,-0.694263645,-0.851250669,-0.072564875,-0.110645303,-0.174780163,-0.153867468,-0.353429551,-0.313158638,-0.363892197,0.070691487,-0.000470657,0.102641905,-0.08234458,0.65006992,-0.645579928,-0.425552193,-0.433479717,-0.473043611,-0.328375475,0.136330341,0.399482914
105,0,1050,-0.122009366,1.337411046,2.221623439,0.194282155,0.258845852,0.347663522,-0.476968949,0.231242788,-0.228134495,-0.226203523,-0.145438016,-0.319674509,-0.814876951,0.89986029,-1.698502955,-0.446907555,-0.202377626,-0.611984337,-0.406953481,-0.439229888,-0.614799088,-0.432254487,-0.305541817,-0.490065404,-0.284476132,0.058673529,-0.700225675,-0.554775432,-1.238987943,-0.672192376,-1.106223342,0.188399894,0.042200136,0.315147644
105,0,1050,0.793339774,0.991500956,-0.217788773,-0.581513985,-0.069170105,1.174611607,-0.852173065,0.783180718,1.014922206,0.601100695,0.697982467,0.606190071,-0.705640083,-0.364619777,-0.806960937,-0.414837068,3.886288723,1.604204606,0.652760064,-0.317534923,0.565574731,-0.340461602,0.065604859,-0.031560248,0.115529274,-0.365493588,0.903798288,0.470562423,-0.246843871,-0.386697402,-0.371359031,-0.246636348,0.531102989,0.712415006
105,0,1050,-0.90312738,0.028054272,3.63825345,0.86601,-1.422399496,-0.570996189,0.20510876,3.725509453,-1.44498587,-0.740256548,-0.66950503,-2.123255518,1.832243014,0.093160526,0.14378003,-0.437255225,-0.237837534,-0.726223816,-0.344129789,-0.451889755,-0.698806917,-0.446775165,-1.932825322,-0.354315151,-0.105939848,-0.955868037,-0.609544276,-0.635002687,-0.809904992,-0.607674243,-0.850454121,0.28018225,-1.469825696,-2.766479273
105,0,1050,-0.019744463,0.745310121,-0.070277738,-0.588882399,-0.443777014,-0.010445365,-0.248168025,1.798863593,0.149154646,-0.025494116,0.059181302,0.26461531,-0.329230095,-0.482379717,-0.057727032,-0.298067074,0.045937793,0.465378345,0.894950871,-0.355851539,0.273994769,-0.360742102,0.186165445,0.007173299,0.108035655,-0.655183549,0.56107297,0.33772145,-0.394298495,-0.430208051,-0.446686628,-0.164502933,-0.771850726,-0.684098487
105,0,1050,-0.717752817,0.535761133,-0.080071731,-0.985977506,-0.930670765,0.704881491,-0.656752662,0.088621995,-0.310241279,-0.785755673,-0.715890499,-0.69971264,-0.927160835,-0.803675356,-0.532818597,0.241410307,-0.971761519,0.574399404,0.135697629,-0.327985396,0.052205915,-0.349629756,0.115261863,0.091493852,0.216835712,-0.033545194,2.128939358,2.542229285,-1.218616773,-0.728729941,-1.043636675,-1.16165915,0.588209293,0.753119273
105,0,1050,-0.030475683,0.776913905,-0.138934611,0.419755259,0.629458978,0.205252711,-0.38746521,0.199094292,-0.171571748,-0.135599261,-0.053068742,0.202725603,0.173795615,-0.055017699,0.201037328,0.446705186,-0.013527647,0.938752766,0.886318386,-0.233106097,0.428406924,-0.269609179,0.351923549,0.352214875,0.374622475,-0.73807858,-0.956856983,-0.702202033,0.557476276,-0.112060396,0.311722897,0.625299875,-0.386518541,-0.135606931
105,0,1050,-0.113783413,0.86703657,0.185822452,-0.752292399,-0.473879355,0.187603157,-0.376660089,0.82697743,0.159996867,-0.14677799,-0.064465238,-0.211973191,-0.482747996,-0.936495185,-0.561319409,0.257401656,2.016647454,0.162572927,0.303626622,-0.362867398,-0.142709719,-0.380250794,0.406223275,0.127034246,0.203427233,-0.699313689,1.142066461,1.005993338,-1.449994804,-0.774030407,-1.300608602,-0.56424611,-0.472587525,-0.243199573
105,0,1050,-0.296072638,1.751369519,0.087409659,-1.077711596,-2.130633718,1.244733031,-0.88670938,0.735094638,-0.063325096,-0.339759302,-0.261205915,0.044163918,-0.309842126,0.05944366,-0.009187034,-0.362148344,0.024940227,0.513303655,0.318215995,-0.354725836,-0.01898733,-0.365344569,0.112164608,0.105615734,0.317235943,-0.914767194,1.808266838,1.898514833,-1.396376408,-0.688934372,-1.097905712,-0.601656854,-0.018075944,0.258774736
105,0,1050,-2.40638555,-0.667995696,-0.224457947,-0.776884081,1.364828626,-0.845925925,0.495859859,-0.630612435,-2.528008289,-2.262277491,-2.270992546,-1.920035636,-0.246889131,4.762749184,-1.698502955,-0.594664279,-0.140180852,-0.557764801,-0.426752124,-0.416594511,0.328498454,-0.271687943,-0.99572573,-3.877098165,-1.963626807,0.253507745,1.517186086,0.404918697,-2.236918923,-1.441527592,-2.096410366,-1.882424519,1.438399718,1.263418652
105,0,1050,-0.706635214,-0.331221421,-0.240516292,-0.661924361,-0.643102346,0.053051937,-0.291469053,-0.591170773,-0.528618301,-0.70498815,-0.633549587,0.250915052,-0.37232336,0.07582412,-0.226577468,0.426116986,0.111305681,0.408393317,-0.120727311,-0.232589891,0.320541923,-0.217866317,0.179916266,0.405101686,0.390919564,-0.881880212,0.721641819,0.48127921,-0.153485794,-0.28109634,-0.247032284,-0.376023303,1.694230201,1.390353586
105,0,1050,0.11152276,0.305259557,0.195939404,0.43630515,-1.165447829,-0.017812853,-0.243115461,1.730628668,-0.249779664,0.157015989,0.245246787,0.294775386,-0.31825686,-0.092286654,-1.698502955,-0.213683154,-0.137595882,-0.031442517,0.499030852,-0.38383824,-0.243566027,-0.396680438,-0.395398961,-0.335142584,-0.126815406,-0.183283249,-0.593965361,-0.612600228,0.290683503,-0.15075725,0.136395999,0.489572746,-0.938274057,-0.992655332
105,0,1050,-0.834137643,-0.65493372,-0.292764687,0.0707787,0.224815659,0.813899977,-0.707315762,-0.407258407,-0.911654024,-0.993523848,-0.927706093,-0.452591295,1.016816551,0.959264515,0.489560471,-0.100058367,0.124208021,0.794600966,0.235473829,-0.222419254,0.169668367,-0.260876601,0.341436596,0.597319146,0.754968316,-0.446043748,-0.599015284,-0.636375765,0.655910833,0.295416625,0.265138119,0.862092416,0.603441446,0.763808029
105,0,1050,-1.998632662,0.859369213,-0.274228644,-0.426236444,1.120678865,0.582556215,-0.596742059,-0.606592857,-1.809569179,-2.175294557,-2.132498237,-2.123255518,0.048302665,0.311228433,0.314470784,0.373649029,1.841159985,2.049880447,0.072607075,-0.275859977,1.093250336,-0.301899341,0.14792951,0.583510737,0.652963719,1.675749338,0.493216911,0.005152734,1.484558749,0.179885514,0.91298301,0.199349567,3.169773879,1.976523509
105,0,1050,0.957175756,-0.774325737,0.052542187,-0.653349853,-0.462558817,-0.414500218,0.063224573,0.008890142,1.179865198,1.01283776,1.117740358,1.58218934,-0.878714437,-0.15005868,-1.698502955,0.121156779,-0.13428834,-0.345438317,-0.137318247,-0.376761581,-0.35960539,-0.375053869,-0.134632358,-0.176851407,-0.009533047,-0.016125541,0.63507342,0.771254538,0.116142788,-0.026965787,0.05112903,-0.362333519,-0.478589288,-0.250972014
105,0,1050,-0.007818814,1.078156671,-0.025811432,-0.407909017,-0.239760985,0.90482524,-0.747854852,1.399906028,0.084297648,-0.153086717,-0.070896862,0.077312101,-0.427630998,-0.493473045,1.415696734,-0.459815096,0.024185485,0.617858445,0.872522879,-0.341623163,0.064624934,-0.358404596,0.066614532,0.013275389,0.153314693,-0.602138994,0.277965134,-0.494619478,-0.541702443,-0.478061308,-0.562054648,-0.053849467,-0.632528976,-0.464054892
105,0,1050,1.940318359,-1.210122677,-0.444955184,-0.037757528,0.926561182,-1.218232562,0.994166881,-0.689621171,2.00366109,2.024853435,2.033732396,2.249375136,-0.150870108,0.380260722,0.551267806,1.26217513,0.65232807,2.205424567,1.765337847,0.919477395,3.135858361,0.691776476,1.459932969,1.597683381,1.149961934,-0.208200381,-0.350223117,-0.601699945,2.267123438,4.011194598,2.795031443,1.626637575,0.638380079,0.788065438
105,0,1050,-0.557796497,0.325640046,-0.150522585,-0.494556092,0.069579718,0.557261649,-0.586376285,-0.219021556,-0.39472185,-0.675049652,-0.603027874,-0.184307866,-0.176191655,-0.348918452,0.375103122,-0.254450632,0.286366388,0.736167297,0.504343378,-0.178238878,0.183701705,-0.225352738,0.276230198,0.269522741,0.36411871,-0.63925529,0.521454441,0.196878762,-0.471002697,-0.455369637,-0.51339369,-0.211601384,-0.092486112,0.186401189
105,0,1050,0.910694907,-0.701423439,-0.092013298,-0.753881941,-0.542043791,-0.399802845,0.05052808,0.067495858,1.194007525,0.970591808,1.074671436,1.01075405,-1.058702402,-0.97851356,-1.097963206,-0.091530613,0.153490633,-0.029402968,0.074127778,-0.337940315,-0.169505373,-0.357273491,0.155974836,0.071284655,0.137221318,-0.256109465,0.916256985,0.859411664,1.477522493,0.882986606,1.344498215,-0.073900198,-0.333714371,-0.072927538
105,0,1050,-0.468221847,0.379549757,-1.530133773,-0.972189434,-2.229392594,-0.477203209,0.118725424,3.725509453,-0.637054216,-0.219015621,-0.138110091,-0.316802216,1.233328225,-0.914953028,1.331621802,0.55681862,-0.458686004,-1.250825436,-3.146558579,-0.564379131,-1.214372439,-0.544650354,1.596705412,0.783505202,0.545486231,0.56885064,0.331264706,2.620148018,-0.077404634,-0.302791276,-0.126197688,-0.033291183,-1.469825696,-2.766479273
105,0,1050,-1.561019901,0.520499489,-0.045360728,-0.158770448,1.46052131,0.288564042,-0.437151135,-0.038488389,-1.467406147,-1.718436411,-1.666740284,-0.697219511,0.238842276,0.070492652,-0.095214296,-0.18318062,-0.054837788,0.425907861,0.363731172,-0.260254021,0.063038618,-0.287913562,0.291373576,0.278683345,0.329887587,-0.931645936,-0.241670629,-0.847425336,-1.954480692,-1.00048329,-1.676195662,-0.136769965,-0.222116593,0.052152695
105,0,1050,-0.69751042,-0.359111438,0.02244835,-0.551731961,-0.757798635,-1.126551521,0.857645886,0.177093046,-0.605931058,-0.473455003,-0.397506069,-0.119923407,-0.594317655,-0.177443451,-0.499370918,0.556881034,-0.140187514,-0.144867347,0.048711685,-0.356717748,-0.01920494,-0.361296643,0.223927567,0.167167285,0.163338715,-0.472659215,0.216717548,-0.177439914,0.211895863,-0.076823896,0.332927393,0.061402302,-0.502863626,-0.282788934
105,0,1050,-1.565780734,-0.245285291,-1.540062296,-0.630272155,1.278741595,-1.372637778,1.249269973,-0.149798514,-1.241089434,-1.404825528,-1.347020118,-1.124665211,-0.33672906,-0.532592265,-1.698502955,-2.636943251,-0.401204728,-1.216861716,-0.946875473,-0.565741996,-1.230449291,-0.527489672,-0.803136218,-1.090773834,-0.398469497,1.509228987,0.665508925,0.492112352,-1.226206927,-0.844675205,-1.535040227,-0.613723852,-0.609176872,-0.429896549
105,0,1050,-1.171762747,1.636206071,-0.008529333,3.741023169,1.217614811,0.688717559,-0.649018276,3.725509453,-2.528008289,-1.372043814,-1.313599801,-1.934860926,-0.125915536,1.489020387,1.193818053,-0.594664279,-0.135397013,0.270875206,2.26680443,-0.378489881,0.226626384,-0.356310758,-0.399437142,-0.187749763,-0.054427787,-0.933630486,-2.096189354,-1.322316411,-0.292865372,-0.411298246,-0.386960976,1.080832077,-1.469825696,-2.766479273
105,0,1050,-1.340007178,-0.965079674,-0.55837058,1.194176977,1.746057374,0.829588629,-0.714534959,-0.65772411,-1.610626723,-1.594406921,-1.540294644,-1.385910354,4.289594464,4.762749184,-1.553164453,-1.499168142,-1.123680483,-3.026084334,-3.267981901,-0.957720346,-2.381321082,-0.818254363,-1.723913659,-2.532314589,-2.528052778,0.496903,-2.096189354,-0.751675996,2.099573698,1.715173233,1.256935017,1.626637575,-0.492857354,-0.269598673
105,0,1050,-1.024210009,-0.808548656,-0.218083748,-0.308134889,0.574973583,-0.201463631,-0.111534703,-0.622685376,-0.91871543,-1.059107028,-0.994566864,-0.44392012,0.909067016,0.180855679,0.352491829,0.154587232,-0.032873976,0.250624386,-0.040207515,-0.152430889,0.00863367,-0.20475028,0.195242873,0.288881416,0.283255963,-0.809242498,0.039054382,-0.465126262,-0.644605709,-0.579349799,-0.666861441,-0.139328227,0.701877634,0.831253372
