year,fail,yearfail,LnFD,TBTA,TBEBITDA,CLCA,CLTL,TLTA,BETL,IESL,LnCA,LnTA,LnTAGDP,LABOR,TAGR,SLGR,NIGR,RETA,ROIC,EBITTA,EBITSL,EBITFC,EBITDATL,EBITDAFC,IBITSL,NITA,ROE,CASHTA,WCTA,QACL,CFOTA,CFOTB,CFOTL,GCFTB,SLTA,LnSLTA
101,1,1011,0.655614892,1.524288708,0.901457867,-0.4894165,-0.02049179,1.146574943,-0.849204039,2.018908675,0.826740849,0.464372022,0.60162339,0.734373234,0.190193267,-0.220754478,0.37123183,-0.432966453,-0.042769281,-0.252126735,0.41029544,-0.391865193,-0.487108741,-0.400152223,0.388536631,0.074120824,0.254716501,0.548118142,0.583253547,0.535851247,0.330169071,-0.244125612,0.000616614,-0.006785503,-1.129197974,-1.437235498
101,0,1010,-0.252010812,-0.112258645,-0.35029052,-0.235069271,0.890185313,0.321310541,-0.456105643,-0.578100791,-0.141606968,-0.38790693,-0.267258346,-0.852912381,0.165341879,0.27732069,0.332251638,-0.244584621,0.266817547,1.271680154,-0.003909032,-0.16954654,1.339599611,-0.095653519,0.097849815,0.317188192,0.365013656,-0.850200903,-0.076742961,-0.522551705,0.825871188,0.172541908,0.495883033,0.399779473,2.822081181,1.856060819
101,0,1010,-0.324533582,1.694111304,0.168791004,-0.242180717,0.843565357,0.95650599,-0.766549514,0.382688993,-0.215531781,-0.540477925,-0.422801495,0.073254706,0.13344705,0.043277019,-0.257590094,-0.205872648,0.019531125,0.404924837,0.194976428,-0.347116382,-0.083741579,-0.36403917,0.048650381,-0.01041473,0.129458118,0.175480222,-0.042506064,-0.522480507,-1.308897825,-0.670144116,-1.075499626,-0.029817219,0.11613165,0.381747698
101,0,1010,-0.510118589,0.860913405,2.097902321,-0.314933979,-1.034628612,0.717768228,-0.667349843,-0.54396761,-0.582497257,-0.574567196,-0.45755484,-0.215676061,2.448626503,-0.039955684,-1.567132155,-0.509117782,-0.209993576,-0.533314219,-0.138260756,-0.265841291,-0.645865514,-0.289031023,-0.006608391,-0.080822842,0.048938291,0.188240325,-0.006332531,-0.692583853,-0.574416128,-0.489963511,-0.586842642,0.039616498,-1.058040858,-1.257174676
101,0,1010,0.151090132,0.231915195,0.322299173,-0.14496068,1.15831588,0.972554269,-0.776916066,-0.800578685,0.247432405,-0.088462942,0.038018947,0.150184994,0.211692167,0.599123977,-0.742410618,-0.24099503,-1.328397699,-0.245788368,-0.474892835,-0.423101348,-0.440918845,-0.425150766,-0.010019632,-0.034926547,0.102734094,3.148481174,-0.280627477,-0.147409931,-0.610407534,-0.512640086,-0.60734281,0.14592368,3.169773879,1.976523509
101,0,1010,-0.697285348,0.42901108,0.325879994,-0.896503109,-1.363887297,-0.397867836,0.054890144,0.687828023,-0.456047522,-0.569184984,-0.45206778,-0.486573891,1.223503816,-0.462378896,0.063098202,-0.233759617,-0.105678071,-0.115636024,0.641961931,-0.310818947,-0.251113727,-0.335940518,0.504113337,0.193136906,0.20877171,2.904947137,1.018218401,1.828680275,0.385761435,-0.12967549,0.304677822,-0.253600564,-1.121360474,-1.416406746
101,0,1010,-1.722077921,-0.788295517,-0.251802142,-1.127449912,-2.178043696,-1.774018409,2.112114162,-0.609144991,-1.099328202,-1.214577297,-1.110032631,-0.722566093,-0.393417271,-0.5207266,-0.585514498,0.27066101,-0.093218744,0.242580908,0.044200337,-0.111403532,0.9355948,-0.121260011,0.245520703,0.364142036,0.223408316,0.384956029,1.77344953,3.274566866,-0.003511337,-0.109709872,0.27556921,-1.422845439,0.302705132,0.538703661
101,0,1010,-0.515926208,1.375696525,0.05809334,-0.842341728,-0.969484651,1.499629233,-0.981888793,0.014436893,-0.249779664,-0.678297793,-0.563306157,-0.072076045,0.432233251,0.66426141,-1.698502955,-0.554209662,0.022669886,0.466154344,0.318507648,-0.278410039,-0.093057603,-0.298131676,-0.047813975,-0.207416211,-0.181785951,-0.171028204,1.758226778,-0.175905572,-1.242976137,-0.670978001,-0.977447973,-0.640467691,-0.082835227,0.195970039
101,0,1010,-0.486468225,0.753129578,0.119366256,-0.575525397,-1.379367237,0.2007756,-0.377441412,-0.500224106,-0.482559192,-0.453518515,-0.334148075,-0.398892186,-0.181708721,0.279328405,-0.481920977,-0.383438338,-0.07261891,0.168441334,-0.04209917,-0.239276655,-0.100868903,-0.267736399,0.04233276,0.041469974,0.139127643,-0.345896749,0.327647093,-0.097637637,0.030089006,-0.287105317,-0.110430799,0.008272136,0.511278536,0.698045086
101,0,1010,-0.60721301,1.188090806,0.163951383,-0.506892652,-0.254172006,0.698106614,-0.658137431,1.154465222,-0.473397684,-0.72234328,-0.60820967,-0.055201279,-0.148838421,-0.455483358,-0.78806228,-0.518822472,0.024246785,0.255994483,0.639411102,-0.343277977,-0.136345978,-0.360535649,0.075327497,-0.001912164,0.126108699,0.834909455,0.511353666,0.235836117,-0.855748618,-0.569484547,-0.78685115,-0.179945075,-0.757412089,-0.659874337
101,0,1010,0.378692264,1.858120855,3.731315833,-0.347569822,0.056195037,1.703850761,-1.042672348,2.681701573,0.478836575,0.121742837,0.252319632,0.795808578,-0.420505738,-0.577486971,-0.881946617,-1.327959459,-0.203373123,-0.577174379,-0.238673842,-0.440219534,-0.699037525,-0.44326018,-1.047050137,-0.972321741,-2.020366892,0.470576993,0.228093168,-0.388847748,-0.739048899,-0.522720915,-0.669873033,-0.029425169,-0.979186346,-1.078305297
101,0,1010,-1.246600013,0.660580639,-0.128777838,-0.487286587,-1.527978906,0.778487817,-0.691253964,0.323517074,-1.339840881,-1.277996589,-1.17468736,-0.932159278,-0.472882514,-0.10301244,0.585781139,-0.42734302,0.012746831,0.832295729,0.587548052,-0.27790717,0.197099882,-0.308029572,0.164091751,0.171143579,0.30570839,0.510773808,0.201858805,0.461868926,1.460381862,0.217357372,0.832147141,0.323478082,-0.121050779,0.1577479
101,0,1010,0.779051443,1.12145064,-0.111026577,-0.322027951,-0.295014848,1.26073621,-0.891551727,0.145313084,0.835330207,0.591182547,0.730904242,1.789133796,0.011934675,0.571261852,0.087088376,-0.237411094,0.439098595,0.972708573,0.579811335,-0.250098694,0.197771976,-0.281347325,0.141073629,0.156242824,0.39316549,-0.810819839,0.095689423,0.103689976,-0.049821497,-0.330764988,-0.250298263,0.093146744,0.035200299,0.308699596
101,0,1010,-2.254713236,-0.886242103,-0.780348079,-0.946166923,-0.002074163,-1.226814698,1.007481902,-0.526700723,-1.795842589,-2.048924971,-1.96063378,-1.352920836,-0.456056934,-0.043413623,-0.800102551,0.974226141,-0.411881088,-1.677507917,-0.965911405,-0.693447084,-1.750808551,-0.636017821,0.069807199,-0.022731326,0.073073677,1.237542534,1.556953825,0.440949985,-0.627187746,-0.5731316,-0.706049656,-1.601262498,0.42770454,0.636043106
101,0,1010,-2.40638555,0.164363741,0.258993151,-0.411161862,0.228122255,1.713000939,-1.046477562,-0.656638127,-2.528008289,-2.262277491,-2.270992546,-0.331784045,0.066850029,0.180025201,1.73791894,-0.495579319,-0.419491733,-0.210212969,-0.328540921,-0.330392252,-0.473448665,-0.337057965,-0.004116033,-0.080159199,0.056935064,-0.247697677,0.453150925,0.480258855,0.000979653,-0.254591084,-0.244254543,-0.093430992,1.872151769,1.473179025
101,0,1010,-1.281609458,0.706247012,-0.069113023,-0.625228244,0.904460209,-0.221581392,-0.094689876,-0.260723117,-0.981444022,-1.331281837,-1.229010629,-0.852912381,-0.235243474,0.083690061,0.889739175,0.054201982,-0.041682362,0.612422297,-0.009390991,-0.306271955,0.321682957,-0.330529168,0.094762216,0.220481479,0.237872442,0.289880362,0.977977679,-0.702139275,-0.343189109,-0.412254387,-0.395821174,-0.332837569,1.371244831,1.228405126
101,0,1010,0.271740665,1.069623939,-0.016289227,-0.235528471,-0.182118205,0.996038603,-0.786793608,0.196749235,0.293417597,0.110789163,0.241152575,0.881048324,-0.424743789,0.198701141,1.156073077,-0.559764282,0.025170464,0.60690707,0.704606433,-0.236754685,0.028285313,-0.27093579,0.089434114,0.05834289,0.21323551,-0.869951459,-0.089227869,-0.501204223,-0.918383307,-0.592562777,-0.811436676,0.020138778,-0.487227845,-0.262224196
101,0,1010,-1.245112954,-0.077929868,-0.191434978,-0.834733905,0.225168675,-0.576877545,0.211659191,-0.25117033,-0.848604257,-1.192709231,-1.087738565,-0.663230615,-0.302033986,-0.525618412,-0.379970436,1.378719523,0.102240921,0.606553607,0.827586039,-0.056043542,0.483347671,-0.109367019,0.33210771,0.205426035,0.206514553,0.640100385,1.503938546,0.816883723,-0.259771499,-0.353944667,-0.29689899,-0.791872369,-0.604267061,-0.422804288
101,0,1010,-0.861972911,0.626426685,1.673517224,-0.817290135,-0.822008129,0.182704444,-0.371556315,0.468379113,-0.598161035,-0.866383117,-0.755055468,-0.642233579,0.60154635,-0.033743922,-0.224716976,-0.322726049,-0.180112319,-0.526957888,-0.251518752,-0.419098295,-0.607821502,-0.422099682,0.118408672,0.038961424,0.137064484,1.872554502,1.235596849,0.443161875,-0.69723415,-0.53581799,-0.694786216,-0.523267624,-0.710691637,-0.583853969
101,0,1010,1.603062977,0.820195002,0.040087123,-0.48739403,-0.663981568,0.538119678,-0.576469069,0.273577611,1.710649672,1.525136306,1.683051848,2.249375136,-0.380111713,0.347847685,-0.429350167,-0.526300613,-0.039704016,0.368295556,0.658331922,-0.258532216,-0.043381693,-0.289899111,0.124023065,0.021604729,0.139792333,-0.435290052,0.351954207,-0.129389075,0.239182345,-0.222139861,0.010215693,0.037982428,-0.665816771,-0.514009654
101,0,1010,0.19510742,0.09036741,-0.116636695,0.220210686,0.208227209,0.269460441,-0.425946062,-0.564003983,0.081838899,0.104431837,0.234671406,0.193217185,-0.06032576,-0.351757751,-0.246888527,-0.15805196,-0.052899825,0.449398774,0.399054994,0.044523135,0.066982233,-0.033321502,0.398695288,0.564892159,0.549782867,-0.660201573,-0.709244607,-0.694649143,1.492682347,0.406950907,1.035017567,0.867697647,-0.253117271,0.018352168
101,0,1010,-0.545514167,1.270758736,-2.275093136,0.740681372,1.552602843,1.28559007,-0.9022273,-0.739729892,-0.718625188,-0.839639359,-0.72779073,-0.537942292,-0.033967494,-0.290529148,-1.698502955,-0.594664279,-0.490436675,-1.518086662,-0.690188684,-0.663851984,-1.007406026,-0.543216499,-0.159516039,-0.799323578,-1.012863523,-0.83773679,-1.784897029,-1.042586773,-1.346415947,-0.707058746,-1.061900596,0.549716519,2.590271445,1.770535696
101,0,1010,-0.340820477,1.465205907,0.240048203,0.424132472,0.28221345,1.465889069,-0.966969926,0.5095716,-0.519194098,-0.582739293,-0.465886133,-0.228164616,0.926504377,-0.022215312,1.454254181,-0.458886483,-0.117381112,0.043965102,0.419320309,-0.324681423,-0.252425064,-0.31934272,0.048270029,-0.041267875,0.122373723,-0.647417769,-1.12689581,-0.967648422,-0.670737962,-0.511062653,-0.635556688,0.408089759,-0.776866979,-0.692598811
101,1,1011,-0.615238937,0.838558466,0.086932148,-0.990423884,-1.005167911,0.044729392,-0.288765194,0.540214003,-0.215531781,-0.58825473,-0.471509014,-0.438769291,0.483511542,-0.227597082,0.081415735,-0.477699289,0.044367054,0.286574613,0.955534603,-0.252695249,-0.007500317,-0.285644597,0.23182948,0.081586485,0.162291912,2.167222796,1.965552226,1.532234478,-0.568144232,-0.488129885,-0.593260018,-0.744505917,-0.948822883,-1.014315229
101,0,1010,0.355071774,1.428082381,0.066812177,-0.424079654,0.564227827,1.499055585,-0.976601558,1.49278873,0.53929819,0.088213672,0.218137303,0.336011229,0.113036033,-0.40746737,-0.100183845,-0.531609805,-0.048694439,0.55967174,0.582866882,-0.363620595,-0.093746931,-0.380222152,0.021059283,-0.043446889,0.120725921,-0.573011243,0.531106543,-1.150228914,-1.316451147,-0.68793466,-1.021497379,-0.232853571,-0.393923025,-0.144590726
101,0,1010,0.015296533,1.09479825,-0.167524747,0.439020903,-0.24307899,1.086635953,-0.82311424,0.080596399,-0.215531781,-0.151819243,-0.026571563,0.512151753,-0.064746916,-0.081142588,-1.526642684,-0.229167631,0.080084263,1.103493075,0.680647063,-0.216576848,0.408801632,-0.235044469,0.011213912,-0.07057254,0.062989165,-0.001503183,-0.944086727,-0.858283529,0.197534133,-0.255115633,-0.079095275,0.513295896,0.005821313,0.281356751
101,0,1010,0.957749761,1.204814211,0.230845295,0.177038353,-0.606118495,0.896563243,-0.745780398,0.059791546,0.779569465,0.833482243,0.977924047,1.260959057,-0.290468936,-0.2845218,-1.698502955,-0.505751365,-0.083850563,0.159195625,0.417632275,-0.265979143,-0.221254123,-0.293261899,-0.100469123,-0.198393752,-0.079988353,-0.461121226,-0.616024297,-0.598332367,0.339710034,-0.22049178,0.036097611,0.406425629,-0.635348397,-0.468227528
101,1,1011,0.322141491,0.991955091,-0.060818452,-0.090536463,0.80633847,1.530029545,-0.988196014,0.495596432,0.374077037,0.038320517,0.167272207,0.236936982,0.799810783,0.02256351,-0.105125762,-0.188139996,1.962981821,0.711342562,0.436639281,-0.320919116,0.000968971,-0.342125645,0.151503049,0.156933758,0.502320428,0.102426266,-0.412919623,-0.427747542,-1.11165548,-0.656053901,-0.896602394,0.10782839,-0.002049991,0.273952929
101,0,1010,1.086812833,1.371565063,0.123972646,0.503012571,0.286069942,1.754947762,-1.057502521,0.086884258,0.910187451,0.806950818,0.950875778,0.476362043,1.119231824,2.397994283,1.73791894,-1.342921358,-0.04219902,0.39673459,0.178754685,-0.319099804,-0.199504121,-0.341310637,0.042689763,0.031881272,0.336766875,0.236930016,-1.266756534,-0.599498223,-0.99164837,-0.601476476,-0.812540446,0.415323959,0.147432537,0.409150047
101,0,1010,0.328060598,2.143045825,0.23255866,-0.638125761,-1.612068458,1.890510768,-1.101552401,1.346742263,0.331213831,0.150432207,0.281567883,0.539999517,-0.161215234,-0.140640733,-0.377832866,-1.062905884,0.21708081,0.505826443,0.694909366,-0.347695495,-0.167743105,-0.363562793,0.010014653,-0.055658388,0.194028141,-0.608761975,0.655202231,0.349360635,-0.854246409,-0.538601486,-0.722063184,-0.130591924,-0.571008101,-0.375551987
101,0,1010,-0.61369589,0.582419782,0.572099926,-0.22779748,0.285379661,0.222214621,-0.393536659,-0.41659902,-0.56335882,-0.698194716,-0.583590681,-0.202195021,1.469135428,0.114813294,0.082159822,-0.116837647,-0.121370256,-0.314727369,-0.069688776,-0.285299224,-0.423817713,-0.289114321,0.233549475,0.145114339,0.218812146,-0.784622277,-0.107821323,-0.505132248,-0.936723306,-0.622961491,-0.884097249,0.005619147,-0.59968399,-0.416211551
101,0,1010,-0.194210823,1.280138413,-1.793245308,-0.58488451,0.845261284,0.262744266,-0.421980542,0.877700551,0.094027788,-0.320578688,-0.19861852,-0.560019413,-0.778891845,-1.030823118,-0.947057118,-0.866466421,-0.369085125,-1.301668652,-1.101224174,-0.523448951,-1.164118004,-0.510764029,-0.857910992,-1.075014613,-0.722317435,-0.655640902,0.954069343,-0.231299594,-0.364250024,-0.426455877,-0.428356738,-0.250193237,-0.742985461,-0.636022283
101,1,1011,1.106948765,1.613679674,0.292798423,-0.292309009,0.395325738,1.426383641,-0.952836724,1.698371916,1.224598732,0.85466558,0.999520045,1.715655104,-0.195095915,-0.261537163,-0.1583156,-0.594664279,0.119981017,0.223534315,0.429186661,-0.382725137,-0.264205444,-0.395950361,-0.122360755,-0.229622693,-0.199560776,-0.663557859,0.087065376,-0.172470134,-0.72896115,-0.524167426,-0.671802737,0.006227526,-0.572149504,-0.377151278
101,0,1010,-0.243776218,0.3549573,-0.133743393,-0.513431566,0.179716879,0.902774908,-0.742660452,-0.360083936,-0.053864501,-0.413636939,-0.293489588,0.400701725,-0.066700226,0.064286778,-0.545537978,-0.019651603,0.201886969,0.277659307,0.220477728,-0.197913604,0.075951874,-0.157943145,0.121924791,0.062391394,0.20589318,0.153412993,0.668105785,0.024771042,-0.735059211,-0.558893379,-0.693125038,-0.332532788,-0.146969745,0.131308367
101,0,1010,-0.86468497,-0.618805471,-0.273373542,-0.238720275,0.209787721,-0.005987477,-0.256939961,0.120196375,-0.820715247,-0.90907201,-0.798575961,0.017330862,-0.364993185,-0.31232051,0.616051668,0.424280631,0.557563698,0.694494724,0.202859347,-0.318699439,0.305221719,-0.342350976,0.266177031,0.413230924,0.389861795,0.672651518,-0.095433192,-0.234716879,0.043643728,-0.118996085,-0.075308019,0.237420903,0.554336703,0.729097555
101,0,1010,-1.842802566,-0.181948693,0.266230482,-0.869876473,-0.502957434,-0.17306586,-0.13162058,0.03972198,-1.506295036,-1.809473845,-1.716518036,-0.939193517,0.722897052,-0.438368072,-0.269808512,-0.052811181,-0.078349851,-0.23990446,-0.034005255,-0.357427253,-0.377630582,-0.373264987,0.385840963,0.466327795,0.39992555,3.148481174,1.511222816,1.370742083,0.716500854,0.140624844,0.544811687,-0.585098182,-0.508543072,-0.290323013
101,0,1010,1.73150299,1.01300866,0.091786972,-0.506921629,-0.343647516,1.236231649,-0.88233338,-0.325001896,1.893448251,1.544748616,1.703046215,1.912087664,-0.257302313,0.267620257,0.180368728,-0.349169291,0.45890625,0.337071889,-0.180223537,-0.348295015,-0.170633046,-0.366030981,0.017129889,0.017339794,0.189632628,-0.125018922,0.575834035,0.07335007,-0.371426188,-0.425746641,-0.451928213,-0.141412952,2.093048106,1.570513567
101,1,1011,0.353386046,2.066466077,0.119766286,-0.067673813,-0.638087379,1.705404038,-1.042072708,0.54331653,0.2492715,0.142278234,0.273255068,0.636326346,0.449261623,0.033414551,-1.1891894,-0.565940466,0.105318995,0.480270848,0.357637601,-0.3362332,-0.069419879,-0.343165713,0.0152241,-0.075245885,0.068075531,-0.532114673,-0.374187734,-0.288460206,-1.756418603,-0.755046145,-1.255446799,0.022047323,-0.14068879,0.137754685
101,0,1010,-0.810869692,0.951046545,-0.253358999,-0.82120053,-0.794388098,0.862178249,-0.721287425,0.312447489,-0.538889727,-0.90907201,-0.798575961,0.026101329,-0.265194308,-0.239617325,0.247968389,-0.275008446,0.533867753,1.863660696,1.464523462,-0.131791609,0.864048476,-0.176916661,0.145610284,0.066714804,0.205230467,-0.118229588,1.527653675,0.626432096,-0.766899343,-0.549853285,-0.716438964,-0.578169755,-0.264333956,0.005948869
101,0,1010,0.823789771,1.62207679,0.23144902,-0.077981777,0.884850585,1.890510768,-1.101552401,0.653548912,0.883708289,0.488951949,0.626682145,0.996187558,-0.040340572,0.381066553,1.73791894,-0.452257114,3.22473896,0.30221936,0.038785707,-0.385718616,-0.270634173,-0.398020769,0.018007291,-0.042923215,0.193033031,-0.170055602,-0.466842266,-0.347261775,-0.874617361,-0.561738078,-0.738399377,0.160555104,0.447095567,0.650639059
101,0,1010,1.54319399,0.458283907,0.529188576,-0.300740154,0.764997018,1.117399338,-0.836277305,-0.652561973,1.70356117,1.302690477,1.456272672,1.730152606,-0.000987256,0.22503414,0.366268884,-0.473443882,0.619578996,-0.231542014,-0.418075397,-0.398112865,-0.495358034,-0.409244851,-0.000308514,-0.018307159,0.130580467,0.394903544,0.119361874,0.054137212,0.160044658,-0.218328642,-0.106238556,0.11596776,3.169773879,1.976523509
101,0,1010,1.592083365,0.911581665,0.62124058,0.07808831,-0.255820935,0.928070477,-0.757926494,0.957874033,1.501966803,1.436765146,1.592959177,2.249375136,0.226967962,0.108347512,0.019040266,-0.068444708,-0.10457202,-0.225628675,0.013778799,-0.399555869,-0.458674147,-0.407430974,0.059057535,-0.038847789,0.096594838,0.168724534,-0.561884843,-0.351049017,-1.198630633,-0.689050546,-1.00463121,0.150360941,-0.593401243,-0.40721666
101,0,1010,0.093913061,1.570970354,2.810612106,-0.451624149,-1.235622433,0.93885736,-0.762565318,0.134036081,0.064323691,0.01347664,0.141944359,0.413240255,4.289594464,0.514248373,-0.158339332,-0.535212368,-0.194055639,-0.526182202,0.00778469,-0.358005216,-0.657156102,-0.375516723,0.061139253,-0.063557845,0.069078552,0.51260361,0.211072276,0.07224345,-1.123497151,-0.628472346,-0.95297163,-0.089911408,-1.241226724,-1.768074105
101,0,1010,0.734429459,1.330235565,0.055606989,0.338359386,-0.405956124,1.288024436,-0.906396858,0.555236941,0.52477416,0.54964371,0.688556209,1.632297963,2.192529321,0.026456532,-0.180032617,-0.433240155,-0.044080726,0.527838682,0.547041398,-0.311066312,-0.069042547,-0.334556458,0.12195167,0.058642408,0.260319321,2.386518451,-0.848334117,-0.57959539,0.979425367,-0.049570865,0.391022644,0.571238278,-0.381358895,-0.129375727
101,0,1010,-1.31976062,0.310655225,-0.113260597,-0.796455057,0.190858024,0.110744949,-0.328415159,-0.114938715,-0.958818298,-1.378329558,-1.276974861,-0.856038688,-0.06379047,0.196447984,-1.698502955,-0.452448471,0.06391065,0.500499699,0.031535515,-0.322520665,0.184231635,-0.338844855,-0.097513532,-0.354182422,-0.150132414,0.168325434,1.642777648,-0.143089491,-1.877212771,-1.016370888,-1.667659879,-1.056098104,0.893983436,0.955393925
101,1,1011,-0.337718296,0.556071139,0.129231021,-0.633647765,-0.185956157,0.716605255,-0.660694621,0.570791586,-0.116622422,-0.46229121,-0.343091666,-0.215676061,0.155786206,0.51600027,0.026126279,-0.456028642,0.472606009,0.099846513,0.390569953,-0.333907551,-0.234375913,-0.351415701,0.103666501,0.001253872,0.129216966,-0.091504092,0.952986674,0.089458104,-0.654551698,-0.522332586,-0.643505624,-0.407788953,-0.67567531,-0.529100955
101,1,1011,-1.157078151,0.281607572,0.3830485,-0.48781139,0.692124365,0.61760391,-0.614289985,0.280265793,-0.952688441,-1.317920159,-1.215388659,-0.801826096,1.681185459,1.387811631,1.460165691,-0.484786069,0.99549048,-0.197426819,0.169702077,-0.342290305,-0.430672686,-0.361304048,0.240192438,0.137351439,0.251003857,2.788130327,0.637365282,0.244420046,-0.574660871,-0.497128766,-0.588520844,-0.296963013,-0.816049154,-0.760555294
101,0,1010,-1.276486935,-1.012426468,-0.296071771,-0.378584087,0.624461726,-0.12549496,-0.166836428,-0.218509683,-1.136923866,-1.325283711,-1.222895657,-0.41028665,-0.745039764,-0.052037013,0.422829791,0.267318887,0.250611137,0.436070097,-0.002065204,-0.312962429,0.145507051,-0.336877543,0.202297356,0.361439232,0.337720571,0.371721684,0.201066595,-0.175612126,0.98004115,0.825504793,0.761456274,0.399504923,0.929057534,0.977079161
101,1,1011,-0.034173904,1.052544495,0.46619263,-0.837239783,-0.960431478,0.497179657,-0.552744706,-0.306554968,0.238146729,-0.077276731,0.049423071,0.290631582,1.012883817,0.775926875,0.525313845,-0.488925881,0.43455952,-0.089221664,0.011834121,-0.288407385,-0.343124097,-0.314652413,0.178064648,0.116942936,0.22030187,0.535158378,1.359664916,1.140410734,-1.275160006,-0.702265691,-1.11198604,-0.576062268,-0.291154282,-0.024094479
